airline,from,to,day,month,year,age,gender,reason,stay,transit,connection,wait
Aeromexico,SJC,LAX,3,3,2022,55,male,On vacation/Pleasure,Hotel,Pickup,False,0
Volaris,GDL,PDX,30,7,2022,42,female,On vacation/Pleasure,Friend/Family,Mobility as a service,False,0
Aeromexico,LAX,SJC,15,10,2020,6,unspecified,On vacation/Pleasure,Friend/Family,Mobility as a service,False,0
Volaris,SJC,PDX,28,9,2017,37,undisclosed,Back Home,Home,Public Transportation,False,0
Aeromexico,GDL,LAX,19,5,2021,36,unspecified,On vacation/Pleasure,Hotel,,True,545
Alaska,PDX,JFK,7,12,2014,89,unspecified,Back Home,Home,Mobility as a service,False,0
Delta Airlines,PDX,SJC,14,12,2020,79,unspecified,On vacation/Pleasure,Home,,True,608
Aeromexico,GDL,LAX,3,6,2017,35,male,Back Home,Home,Public Transportation,False,0
Delta Airlines,GDL,SJC,23,3,2022,61,female,Business/Work,Home,Mobility as a service,False,0
Volaris,JFK,SJC,28,3,2018,41,undisclosed,Back Home,Home,Own car,False,0
Alaska,GDL,LAX,16,12,2022,42,male,Back Home,Home,Public Transportation,False,0
Volaris,JFK,GDL,12,8,2021,44,undisclosed,Back Home,Home,Own car,False,0
Alaska,GDL,PDX,27,12,2022,11,female,Back Home,Home,Own car,False,0
Volaris,JFK,GDL,31,7,2016,66,female,Back Home,Home,Mobility as a service,False,0
Alaska,PDX,JFK,21,11,2014,87,female,On vacation/Pleasure,Home,Car rental,False,0
Aeromexico,GDL,SJC,4,7,2016,17,female,Business/Work,Friend/Family,,True,319
Aeromexico,LAX,GDL,31,10,2021,28,female,On vacation/Pleasure,Hotel,,True,473
Volaris,JFK,GDL,4,10,2018,48,male,On vacation/Pleasure,Hotel,,True,411
American Airlines,LAX,GDL,2,3,2015,89,unspecified,Business/Work,Friend/Family,Car rental,False,0
Aeromexico,SJC,GDL,11,7,2022,41,female,Business/Work,Hotel,Public Transportation,False,0
Volaris,PDX,LAX,7,6,2018,11,male,Business/Work,Home,Pickup,False,0
Aeromexico,LAX,PDX,20,3,2023,6,unspecified,On vacation/Pleasure,Home,,True,444
Alaska,SJC,GDL,3,5,2016,50,unspecified,Back Home,Home,Airport cab,False,0
American Airlines,PDX,JFK,13,1,2017,19,unspecified,Back Home,Home,Pickup,False,0
Alaska,LAX,JFK,20,10,2018,33,unspecified,On vacation/Pleasure,Short-term homestay,,True,373
Alaska,PDX,GDL,12,2,2015,38,male,Business/Work,Hotel,,True,620
Delta Airlines,SJC,LAX,28,11,2013,82,male,Business/Work,Hotel,Car rental,False,0
Aeromexico,SJC,PDX,17,1,2015,73,female,On vacation/Pleasure,Short-term homestay,Mobility as a service,False,0
Alaska,PDX,GDL,24,3,2017,5,male,Business/Work,Friend/Family,Mobility as a service,False,0
Volaris,JFK,GDL,4,6,2019,66,female,Back Home,Home,Public Transportation,False,0
American Airlines,GDL,LAX,10,10,2018,11,female,Business/Work,Hotel,,True,599
American Airlines,PDX,SJC,15,5,2016,72,female,On vacation/Pleasure,Home,Car rental,False,0
American Airlines,SJC,JFK,26,8,2017,54,unspecified,Back Home,Home,Public Transportation,False,0
Delta Airlines,PDX,LAX,18,1,2018,61,undisclosed,Back Home,Home,Car rental,False,0
Aeromexico,LAX,SJC,5,9,2017,80,male,Back Home,Home,Airport cab,False,0
Aeromexico,GDL,SJC,12,3,2023,41,undisclosed,On vacation/Pleasure,Home,Own car,False,0
Volaris,GDL,LAX,24,3,2014,27,undisclosed,Back Home,Home,Pickup,False,0
American Airlines,PDX,SJC,6,7,2017,71,female,Business/Work,Friend/Family,Public Transportation,False,0
Aeromexico,PDX,JFK,1,10,2015,4,female,Back Home,Home,Own car,False,0
Delta Airlines,SJC,PDX,10,4,2019,54,undisclosed,Back Home,Home,Own car,False,0
Aeromexico,LAX,JFK,20,7,2016,24,unspecified,On vacation/Pleasure,Short-term homestay,,True,475
American Airlines,JFK,LAX,8,2,2017,50,female,Back Home,Home,Car rental,False,0
Volaris,GDL,SJC,15,8,2013,30,male,Business/Work,Home,Mobility as a service,False,0
Alaska,JFK,LAX,29,11,2017,78,undisclosed,Business/Work,Short-term homestay,,True,47
Delta Airlines,PDX,LAX,12,6,2018,49,male,On vacation/Pleasure,Hotel,,True,417
Aeromexico,GDL,JFK,31,10,2020,48,male,Back Home,Home,Mobility as a service,False,0
American Airlines,LAX,SJC,18,10,2016,52,undisclosed,Back Home,Home,Mobility as a service,False,0
Aeromexico,LAX,PDX,22,2,2013,21,unspecified,Back Home,Home,Car rental,False,0
Delta Airlines,GDL,LAX,21,10,2017,86,female,Back Home,Home,Car rental,False,0
Volaris,GDL,PDX,24,12,2021,19,female,Business/Work,Short-term homestay,Pickup,False,0
Delta Airlines,LAX,GDL,12,10,2018,68,unspecified,Back Home,Home,Public Transportation,False,0
Aeromexico,PDX,SJC,31,1,2013,48,undisclosed,Business/Work,Friend/Family,Airport cab,False,0
Alaska,SJC,PDX,5,2,2014,43,undisclosed,Business/Work,Short-term homestay,,True,56
Delta Airlines,LAX,GDL,2,5,2015,47,male,Back Home,Home,Public Transportation,False,0
Aeromexico,SJC,PDX,19,7,2015,34,male,Back Home,Home,Mobility as a service,False,0
Volaris,JFK,SJC,23,3,2023,81,undisclosed,On vacation/Pleasure,Friend/Family,Pickup,False,0
Alaska,LAX,JFK,26,11,2022,54,male,Back Home,Home,Airport cab,False,0
Volaris,SJC,LAX,29,8,2022,3,undisclosed,On vacation/Pleasure,Friend/Family,,True,555
Alaska,SJC,PDX,2,11,2019,88,female,On vacation/Pleasure,Short-term homestay,Public Transportation,False,0
Alaska,LAX,JFK,11,7,2019,6,undisclosed,Business/Work,Short-term homestay,Public Transportation,False,0
Alaska,SJC,GDL,13,7,2018,7,unspecified,Back Home,Home,Public Transportation,False,0
Aeromexico,LAX,JFK,16,7,2018,81,undisclosed,Business/Work,Friend/Family,,True,174
Volaris,GDL,SJC,10,1,2023,39,male,On vacation/Pleasure,Hotel,,True,510
Aeromexico,JFK,SJC,22,3,2021,8,male,On vacation/Pleasure,Friend/Family,,True,606
Delta Airlines,JFK,GDL,2,9,2021,83,unspecified,Back Home,Home,Airport cab,False,0
Delta Airlines,SJC,GDL,26,2,2023,77,female,Business/Work,Friend/Family,,True,388
American Airlines,GDL,SJC,8,12,2013,86,female,Business/Work,Home,Mobility as a service,False,0
Volaris,PDX,GDL,21,5,2019,60,unspecified,On vacation/Pleasure,Friend/Family,,True,611
Delta Airlines,SJC,LAX,30,10,2015,36,undisclosed,On vacation/Pleasure,Hotel,,True,275
Volaris,SJC,PDX,13,10,2015,68,male,Business/Work,Hotel,,True,173
Alaska,PDX,GDL,22,3,2016,80,female,On vacation/Pleasure,Home,,True,434
American Airlines,SJC,JFK,28,4,2021,42,undisclosed,Back Home,Home,Car rental,False,0
Alaska,GDL,JFK,17,6,2021,18,undisclosed,Back Home,Home,Pickup,False,0
Volaris,JFK,PDX,12,12,2015,89,unspecified,Back Home,Home,Car rental,False,0
Delta Airlines,LAX,GDL,12,7,2021,28,female,Back Home,Home,Car rental,False,0
Volaris,JFK,SJC,25,12,2013,83,male,Business/Work,Friend/Family,Airport cab,False,0
American Airlines,LAX,SJC,14,3,2014,25,male,Business/Work,Friend/Family,,True,250
Aeromexico,JFK,GDL,8,5,2016,22,undisclosed,On vacation/Pleasure,Home,,True,209
Alaska,PDX,GDL,18,10,2013,2,male,On vacation/Pleasure,Home,,True,75
Alaska,PDX,JFK,18,1,2013,25,male,Business/Work,Short-term homestay,Public Transportation,False,0
Volaris,JFK,LAX,17,5,2015,51,male,On vacation/Pleasure,Hotel,,True,61
Delta Airlines,LAX,SJC,16,2,2016,43,undisclosed,On vacation/Pleasure,Home,,True,642
American Airlines,LAX,JFK,15,3,2023,64,male,Business/Work,Hotel,Airport cab,False,0
Aeromexico,LAX,PDX,14,8,2013,47,male,Back Home,Home,Own car,False,0
Volaris,PDX,JFK,27,11,2022,17,undisclosed,Business/Work,Friend/Family,Mobility as a service,False,0
Alaska,GDL,PDX,18,7,2020,39,undisclosed,Back Home,Home,Own car,False,0
American Airlines,SJC,JFK,22,1,2014,8,undisclosed,Business/Work,Hotel,Own car,False,0
Aeromexico,JFK,PDX,17,12,2013,37,male,On vacation/Pleasure,Home,Airport cab,False,0
Delta Airlines,SJC,PDX,27,2,2021,77,male,Business/Work,Home,Mobility as a service,False,0
Volaris,SJC,LAX,14,8,2019,25,unspecified,On vacation/Pleasure,Short-term homestay,,True,211
American Airlines,GDL,LAX,4,7,2013,14,unspecified,Business/Work,Short-term homestay,,True,532
Alaska,SJC,LAX,17,5,2022,84,unspecified,On vacation/Pleasure,Home,,True,47
Aeromexico,JFK,SJC,31,5,2020,40,male,Back Home,Home,Car rental,False,0
Alaska,GDL,LAX,27,5,2018,89,unspecified,Back Home,Home,Own car,False,0
American Airlines,JFK,LAX,27,3,2016,65,unspecified,Business/Work,Home,Car rental,False,0
Delta Airlines,LAX,PDX,29,7,2017,75,male,Back Home,Home,Airport cab,False,0
Volaris,GDL,PDX,24,10,2022,12,undisclosed,Business/Work,Short-term homestay,Own car,False,0
American Airlines,JFK,LAX,15,7,2014,23,male,Business/Work,Friend/Family,,True,640
Alaska,SJC,JFK,25,1,2015,49,male,On vacation/Pleasure,Friend/Family,,True,417
Volaris,GDL,JFK,26,3,2013,74,unspecified,On vacation/Pleasure,Friend/Family,Pickup,False,0
Delta Airlines,PDX,JFK,20,9,2020,89,undisclosed,Back Home,Home,Public Transportation,False,0
American Airlines,SJC,PDX,23,11,2020,9,unspecified,On vacation/Pleasure,Hotel,Airport cab,False,0
American Airlines,PDX,LAX,1,3,2014,61,male,On vacation/Pleasure,Hotel,,True,430
Alaska,LAX,SJC,24,8,2022,19,female,Business/Work,Friend/Family,Public Transportation,False,0
Delta Airlines,GDL,SJC,4,1,2019,34,unspecified,On vacation/Pleasure,Short-term homestay,,True,383
Alaska,SJC,LAX,12,6,2014,52,female,On vacation/Pleasure,Short-term homestay,,True,333
Alaska,JFK,LAX,4,10,2022,14,undisclosed,On vacation/Pleasure,Hotel,Public Transportation,False,0
Delta Airlines,LAX,GDL,29,3,2018,55,female,On vacation/Pleasure,Hotel,Car rental,False,0
Delta Airlines,JFK,SJC,28,7,2021,1,unspecified,Business/Work,Home,,True,184
Volaris,SJC,LAX,8,11,2019,12,female,Business/Work,Home,,True,671
American Airlines,PDX,GDL,12,4,2017,30,unspecified,Back Home,Home,Airport cab,False,0
Volaris,LAX,SJC,15,4,2023,35,unspecified,Back Home,Home,Airport cab,False,0
Aeromexico,PDX,JFK,1,7,2019,15,female,On vacation/Pleasure,Friend/Family,Pickup,False,0
Alaska,GDL,SJC,15,8,2014,67,undisclosed,Back Home,Home,Airport cab,False,0
Delta Airlines,LAX,JFK,4,9,2018,41,female,Business/Work,Hotel,Mobility as a service,False,0
American Airlines,GDL,JFK,9,9,2022,75,female,Back Home,Home,Car rental,False,0
Aeromexico,LAX,GDL,28,4,2017,22,undisclosed,On vacation/Pleasure,Short-term homestay,Own car,False,0
Delta Airlines,GDL,SJC,9,8,2016,50,unspecified,Back Home,Home,Public Transportation,False,0
Alaska,JFK,GDL,4,9,2021,4,undisclosed,Back Home,Home,Pickup,False,0
Aeromexico,LAX,JFK,8,2,2013,49,unspecified,Business/Work,Home,Mobility as a service,False,0
Volaris,GDL,SJC,28,1,2022,80,undisclosed,On vacation/Pleasure,Hotel,Own car,False,0
Alaska,PDX,JFK,2,12,2015,11,male,Back Home,Home,Pickup,False,0
Delta Airlines,JFK,SJC,31,12,2014,64,undisclosed,On vacation/Pleasure,Home,Car rental,False,0
Delta Airlines,PDX,SJC,9,11,2022,5,female,On vacation/Pleasure,Short-term homestay,,True,152
Aeromexico,JFK,LAX,24,12,2018,18,female,Business/Work,Home,,True,471
Delta Airlines,SJC,LAX,15,5,2015,31,female,Back Home,Home,Pickup,False,0
Aeromexico,LAX,JFK,6,4,2017,9,undisclosed,Back Home,Home,Public Transportation,False,0
American Airlines,JFK,PDX,4,11,2015,26,female,Back Home,Home,Mobility as a service,False,0
Volaris,LAX,JFK,23,5,2019,90,unspecified,On vacation/Pleasure,Hotel,Own car,False,0
Alaska,PDX,LAX,4,8,2013,71,female,Business/Work,Hotel,Mobility as a service,False,0
Alaska,PDX,SJC,1,7,2021,59,female,Business/Work,Hotel,Airport cab,False,0
Volaris,PDX,LAX,16,12,2021,69,unspecified,Business/Work,Hotel,Car rental,False,0
Alaska,LAX,SJC,2,5,2021,13,undisclosed,Business/Work,Friend/Family,,True,372
Aeromexico,SJC,PDX,25,1,2014,86,undisclosed,Business/Work,Home,Airport cab,False,0
American Airlines,JFK,SJC,13,12,2017,78,female,Business/Work,Friend/Family,,True,144
American Airlines,PDX,SJC,23,4,2023,59,male,Back Home,Home,Own car,False,0
Aeromexico,GDL,JFK,26,1,2015,31,male,Business/Work,Friend/Family,,True,99
Aeromexico,JFK,PDX,3,11,2020,86,unspecified,On vacation/Pleasure,Hotel,,True,190
American Airlines,JFK,GDL,27,10,2020,41,undisclosed,Business/Work,Friend/Family,Mobility as a service,False,0
American Airlines,JFK,GDL,30,5,2022,61,undisclosed,On vacation/Pleasure,Home,,True,103
Aeromexico,GDL,JFK,4,9,2014,16,unspecified,On vacation/Pleasure,Friend/Family,Car rental,False,0
Aeromexico,JFK,SJC,12,3,2017,7,undisclosed,On vacation/Pleasure,Hotel,Airport cab,False,0
American Airlines,JFK,SJC,21,2,2013,8,female,On vacation/Pleasure,Home,,True,619
Volaris,LAX,GDL,10,6,2016,23,undisclosed,Back Home,Home,Public Transportation,False,0
Aeromexico,JFK,GDL,5,10,2021,41,male,Business/Work,Short-term homestay,Public Transportation,False,0
Aeromexico,GDL,PDX,14,3,2020,78,female,Back Home,Home,Own car,False,0
American Airlines,LAX,PDX,25,1,2017,20,female,Business/Work,Hotel,Airport cab,False,0
Volaris,JFK,PDX,6,5,2017,23,undisclosed,Back Home,Home,Own car,False,0
American Airlines,PDX,SJC,10,4,2016,62,male,Back Home,Home,Mobility as a service,False,0
Volaris,PDX,JFK,20,8,2021,15,male,On vacation/Pleasure,Short-term homestay,Airport cab,False,0
Aeromexico,JFK,LAX,26,8,2016,71,unspecified,Back Home,Home,Mobility as a service,False,0
Delta Airlines,LAX,PDX,2,12,2020,82,female,On vacation/Pleasure,Short-term homestay,,True,386
Volaris,JFK,SJC,23,1,2016,89,unspecified,Business/Work,Friend/Family,,True,432
Volaris,SJC,JFK,12,10,2013,38,male,Business/Work,Friend/Family,,True,30
American Airlines,PDX,JFK,29,1,2020,1,undisclosed,Business/Work,Friend/Family,,True,430
American Airlines,LAX,JFK,15,5,2018,9,unspecified,Back Home,Home,Public Transportation,False,0
Delta Airlines,LAX,GDL,19,12,2018,50,female,On vacation/Pleasure,Friend/Family,,True,594
Delta Airlines,PDX,LAX,27,6,2013,85,undisclosed,Business/Work,Short-term homestay,,True,231
Aeromexico,GDL,SJC,10,9,2020,37,unspecified,Business/Work,Hotel,Airport cab,False,0
Alaska,LAX,GDL,25,10,2019,17,unspecified,Back Home,Home,Pickup,False,0
American Airlines,PDX,LAX,10,1,2017,33,male,Business/Work,Short-term homestay,Airport cab,False,0
Aeromexico,GDL,JFK,30,11,2021,60,unspecified,On vacation/Pleasure,Hotel,,True,357
Alaska,SJC,LAX,27,8,2022,68,male,On vacation/Pleasure,Friend/Family,Pickup,False,0
American Airlines,LAX,PDX,20,1,2013,19,male,On vacation/Pleasure,Home,Public Transportation,False,0
American Airlines,LAX,JFK,18,9,2014,42,unspecified,On vacation/Pleasure,Hotel,,True,358
American Airlines,GDL,SJC,3,1,2016,81,female,On vacation/Pleasure,Short-term homestay,Airport cab,False,0
Delta Airlines,LAX,PDX,9,9,2021,53,unspecified,Business/Work,Home,,True,504
Volaris,SJC,LAX,17,2,2013,64,undisclosed,Business/Work,Home,,True,291
Volaris,LAX,GDL,15,9,2015,78,unspecified,On vacation/Pleasure,Short-term homestay,Mobility as a service,False,0
Delta Airlines,PDX,GDL,5,12,2021,66,female,Back Home,Home,Public Transportation,False,0
Aeromexico,GDL,PDX,12,12,2013,53,female,On vacation/Pleasure,Short-term homestay,,True,665
Volaris,SJC,PDX,30,11,2015,67,female,Business/Work,Friend/Family,Public Transportation,False,0
Delta Airlines,PDX,LAX,28,7,2013,58,unspecified,On vacation/Pleasure,Friend/Family,Public Transportation,False,0
Volaris,PDX,SJC,31,12,2018,75,female,Business/Work,Friend/Family,,True,231
Volaris,GDL,PDX,17,8,2022,42,undisclosed,Back Home,Home,Mobility as a service,False,0
Delta Airlines,JFK,SJC,4,11,2016,55,female,Back Home,Home,Airport cab,False,0
Volaris,GDL,LAX,24,5,2018,22,male,Back Home,Home,Own car,False,0
Volaris,JFK,SJC,10,10,2014,66,unspecified,Back Home,Home,Pickup,False,0
Delta Airlines,LAX,PDX,31,7,2021,18,male,On vacation/Pleasure,Home,,True,675
Delta Airlines,GDL,PDX,19,4,2019,13,female,On vacation/Pleasure,Short-term homestay,Airport cab,False,0
Volaris,LAX,SJC,24,4,2017,44,male,Business/Work,Short-term homestay,,True,631
Volaris,SJC,JFK,23,1,2019,63,undisclosed,Back Home,Home,Own car,False,0
Delta Airlines,GDL,JFK,29,8,2019,44,undisclosed,On vacation/Pleasure,Home,Mobility as a service,False,0
Delta Airlines,GDL,SJC,21,11,2021,73,male,Back Home,Home,Airport cab,False,0
Delta Airlines,GDL,PDX,14,1,2022,35,undisclosed,Business/Work,Hotel,Mobility as a service,False,0
Alaska,JFK,LAX,5,4,2013,19,male,Business/Work,Friend/Family,,True,116
Alaska,GDL,LAX,5,7,2020,42,female,Business/Work,Short-term homestay,,True,608
American Airlines,JFK,SJC,26,11,2020,30,male,On vacation/Pleasure,Friend/Family,Mobility as a service,False,0
Delta Airlines,LAX,PDX,27,6,2022,4,unspecified,On vacation/Pleasure,Short-term homestay,,True,710
Alaska,SJC,LAX,8,2,2017,24,female,On vacation/Pleasure,Friend/Family,Own car,False,0
Alaska,JFK,PDX,30,7,2016,89,undisclosed,On vacation/Pleasure,Home,,True,121
Alaska,LAX,GDL,14,5,2015,87,unspecified,Back Home,Home,Pickup,False,0
Alaska,JFK,GDL,22,4,2019,15,male,Business/Work,Friend/Family,Car rental,False,0
Aeromexico,LAX,GDL,26,12,2022,77,female,Business/Work,Home,,True,525
Alaska,PDX,GDL,1,3,2019,43,undisclosed,On vacation/Pleasure,Short-term homestay,Car rental,False,0
American Airlines,JFK,SJC,10,4,2017,66,male,Back Home,Home,Public Transportation,False,0
American Airlines,JFK,PDX,24,3,2021,66,female,On vacation/Pleasure,Hotel,,True,557
American Airlines,PDX,LAX,30,8,2015,67,male,On vacation/Pleasure,Short-term homestay,,True,301
American Airlines,JFK,GDL,1,10,2016,2,female,Business/Work,Short-term homestay,,True,542
Delta Airlines,JFK,SJC,21,11,2019,16,male,Back Home,Home,Pickup,False,0
Aeromexico,PDX,GDL,27,9,2017,28,female,Business/Work,Friend/Family,,True,482
Volaris,PDX,LAX,26,10,2015,70,undisclosed,On vacation/Pleasure,Home,,True,485
Alaska,PDX,SJC,15,1,2017,3,unspecified,Business/Work,Short-term homestay,,True,459
American Airlines,LAX,PDX,3,12,2015,88,unspecified,On vacation/Pleasure,Short-term homestay,,True,190
Volaris,JFK,GDL,3,12,2021,27,unspecified,Business/Work,Short-term homestay,Own car,False,0
Aeromexico,LAX,JFK,28,3,2013,35,undisclosed,Business/Work,Short-term homestay,Mobility as a service,False,0
Volaris,PDX,GDL,22,3,2013,13,female,Business/Work,Short-term homestay,,True,460
Delta Airlines,PDX,SJC,15,3,2013,44,undisclosed,Back Home,Home,Car rental,False,0
Volaris,LAX,PDX,9,1,2020,22,female,On vacation/Pleasure,Hotel,Pickup,False,0
Volaris,GDL,PDX,14,1,2023,44,unspecified,On vacation/Pleasure,Hotel,,True,466
Volaris,LAX,SJC,29,3,2018,37,female,On vacation/Pleasure,Home,Public Transportation,False,0
Delta Airlines,SJC,JFK,3,6,2013,30,unspecified,Business/Work,Friend/Family,Public Transportation,False,0
Delta Airlines,LAX,JFK,26,4,2016,54,undisclosed,Business/Work,Short-term homestay,,True,567
American Airlines,PDX,JFK,22,10,2014,58,male,On vacation/Pleasure,Short-term homestay,,True,576
Alaska,JFK,PDX,4,8,2018,80,undisclosed,On vacation/Pleasure,Short-term homestay,,True,65
Volaris,GDL,LAX,25,5,2019,18,unspecified,On vacation/Pleasure,Hotel,,True,712
Alaska,PDX,SJC,25,12,2021,41,undisclosed,On vacation/Pleasure,Hotel,Mobility as a service,False,0
Delta Airlines,PDX,GDL,1,10,2020,7,undisclosed,On vacation/Pleasure,Short-term homestay,,True,456
Delta Airlines,JFK,PDX,22,12,2013,60,female,On vacation/Pleasure,Short-term homestay,Airport cab,False,0
Aeromexico,SJC,LAX,28,7,2018,22,undisclosed,Back Home,Home,Car rental,False,0
Delta Airlines,GDL,LAX,18,11,2015,59,unspecified,Business/Work,Short-term homestay,,True,161
American Airlines,JFK,PDX,21,12,2022,88,male,On vacation/Pleasure,Short-term homestay,,True,481
Alaska,PDX,LAX,31,10,2020,82,undisclosed,Business/Work,Home,Car rental,False,0
Aeromexico,PDX,LAX,8,2,2014,87,unspecified,On vacation/Pleasure,Short-term homestay,Mobility as a service,False,0
Alaska,SJC,JFK,8,5,2014,58,female,On vacation/Pleasure,Hotel,Airport cab,False,0
Delta Airlines,JFK,PDX,4,6,2019,72,male,Business/Work,Friend/Family,Airport cab,False,0
Volaris,LAX,GDL,13,3,2015,4,female,On vacation/Pleasure,Short-term homestay,,True,709
Aeromexico,GDL,SJC,25,3,2022,35,unspecified,Back Home,Home,Public Transportation,False,0
Delta Airlines,LAX,GDL,14,5,2019,24,male,Business/Work,Friend/Family,Public Transportation,False,0
Volaris,JFK,LAX,21,12,2020,53,undisclosed,Business/Work,Short-term homestay,Public Transportation,False,0
Volaris,PDX,JFK,10,2,2014,22,female,Back Home,Home,Own car,False,0
Delta Airlines,PDX,LAX,20,2,2013,76,male,Business/Work,Short-term homestay,Own car,False,0
Aeromexico,LAX,PDX,5,10,2017,21,female,On vacation/Pleasure,Hotel,Mobility as a service,False,0
